latitude,longitude,depth,mag
-30.7747,-178.1429,10,4.4
-30.6792,-178.7121,14.46,4.4
-32.7096,-179.6688,10,4.8
-30.5784,-177.7756,10,5.4
-33.5518,-177.8589,10,5
-32.8487,-178.8238,10,4.7
-38.4861,176.0231,169.41,4.1
-41.6329,174.4604,25.37,4.4
-41.7011,174.5567,17.88,5.3
-42.4432,173.655,14.47,4.3
-42.4206,173.7919,16.59,4.4
-42.4808,173.8384,12.52,4.5
-34.465,-179.3669,11.09,4.4
-34.9576,-179.7971,10,4.5
-31.1055,-179.2126,10,4.4
-41.6859,174.2676,20.09,4.5
-41.8201,174.3937,23.36,4.3
-38.3492,175.8746,169.6,4.6
-34.6586,-178.7289,10,5.3
-41.8005,174.1035,18.82,4.2
-31.305,179.9827,367.14,4.5
-37.2562,179.4104,27.92,4.3
-42.5104,173.9139,10,4.2
-31.0279,-179.188,10,4.3
-42.2424,173.7307,17.75,4.1
-42.1606,173.6246,18.12,4.3
-26.8222,-177.8521,181.12,4.4
-45.1875,167.3136,78.08,4.5
-26.7893,-177.5237,132.46,5.4
-37.943,176.3498,245.56,4.4
-42.39,173.86,24,4.2
-32.044,-179.2668,10,4.4
-31.5339,-176.1522,10,4.5
-31.7558,-176.1227,10,4.8
-31.6675,-176.3613,10,4.5
-31.7271,-176.1515,10,5
-25.9038,-179.621,452.79,4.7
-32.9981,-178.5997,10,4.6
-37.4927,179.9186,10,4.5
-41.8276,174.2328,22.86,4.4
-40.6771,175.5565,41.4,4.2
-26.1023,179.5305,538.13,4.1
-37.0369,179.2615,10,4
-36.9794,179.1145,10,4.8
-37.2207,179.7108,30.54,4.4
-42.1483,173.6396,10.125,4.1
-42.475,173.5309,16.81,4.4
-42.3257,173.806,18.28,4.3
-41.7858,174.2629,15.16,4.4
-31.0021,-179.903,404.08,5
-42.0135,173.9575,21.22,4.1
-30.1568,-178.393,10,4.3
-42.0085,173.761,22.28,4.3
-42.1798,173.736,17.42,4.2
-41.7098,174.2006,17.52,5.3
-30.8864,-177.302,26.94,4.5
-38.8379,177.5437,15.51,4.6
-29.8476,-175.645,10,4.5
-41.7626,174.3191,18.56,4.1
-31.3041,-178.2539,10,4.6
-30.2421,-178.0582,69.06,4.6
-36.8748,177.9065,100.06,4.2
-42.3562,173.9291,12.03,4.1
-41.7688,174.4129,14.83,4
-42.2946,173.8456,18.62,4.3
-27.7942,-176.3067,10,4.2
-42.1404,173.8476,14.04,4.2
-31.7827,-178.8155,90.03,4.4
-41.8023,174.2767,10,4.8
-40.9012,174.6584,54.46,4.3
-25.9814,179.6577,502.79,4.2
-37.0048,178.9921,10,5.1
-38.8829,177.6232,18.55,5
-41.5012,174.4968,27.51,4.2
-31.9595,-178.6787,10,5.1
-29.4411,-179.0468,174.09,4.2
-42.4286,173.6415,13.83,4.3
-33.2464,-177.8331,10,4.4
-32.9697,-178.75,10,5
-32.9675,-177.4295,10,4.3
-32.7795,-178.0378,10,4.5
-32.9623,-177.4295,10,4.5
-48.0317,165.0179,12.98,4.8
-42.2459,173.6255,19.4,4.1
-41.7574,174.2852,17.59,4.2
-41.7251,174.2675,19.18,4.4
-37.0704,177.0198,203.65,5.1
-41.6293,174.4778,21.57,4.4
-41.7814,174.1591,13.07,4.5
-42.9956,173.0005,13.08,4.6
-42.9879,172.9245,9.68,4.5
-43.0174,172.8802,16.66,4.2
-42.9069,172.9619,6.52,4.6
-42.9595,172.9877,9.57,4.7
-42.2374,173.5665,10.88,4.4
-43.0518,173.0771,14.17,4.2
-42.9474,172.9126,13.54,4.4
-42.9738,172.9929,10.73,4.1
-42.9302,172.9958,10,5.5
-42.9437,172.9866,8.53,4.6
-40.602,177.0387,9.08,5.9
-40.5077,177.1053,23.58,4.3
-42.5841,174.0781,21.82,4.1
-37.6572,176.3489,190,4.7
-42.1922,173.6771,21.8,4.7
-42.5507,173.2454,10,4.2
-41.7946,174.1964,13.04,3.9
-42.5282,173.7483,1.58,4.2
-41.9554,174.0568,18.07,4.2
-41.7517,174.3276,21.28,4
-41.7272,174.2947,16.76,4.6
-42.2591,173.8837,15.88,4.4
-42.512,173.2078,14.63,4.2
-41.7053,174.334,15.54,4.2
-42.5226,173.3451,22.17,4.4
-41.7995,174.2777,16.36,4.2
-41.8257,174.3248,9.23,4.2
-32.1779,-176.8539,39.6,4.6
-42.5662,173.508,15.89,4.7
-41.6503,174.3609,18.13,4
-33.0195,-179.6181,97.99,4.7
-41.7525,174.348,16.09,4.3
-32.0059,-178.2794,35,4.5
-42.5668,173.8636,19.59,4.1
-41.8018,174.2772,18.5,4.2
-28.1398,-177.0201,10,5.6
-42.5767,173.1084,10,4.3
-42.591,173.2622,6.85,5.3
-42.4452,173.5671,16.05,4.3
-42.444,173.9426,10,4.5
-41.9917,173.6062,19.61,4
-41.7619,174.4308,11.24,4.2
-30.2496,-176.5124,10,4.5
-41.7684,174.112,15.88,4.1
-41.7751,174.1694,17.51,3.7
-34.2044,179.5272,161.22,4.6
-41.662,174.3473,17.19,4.1
-41.9299,174.0607,18.74,4
-41.6643,174.2721,17.55,4.2
-42.3182,174.0042,12.09,4.7
-41.7461,174.0881,19.17,4.1
-42.8498,172.5539,10,4.2
-41.7527,174.2913,17.72,4.3
-42.0581,173.8076,12.62,4.3
-42.3534,174.0217,15.96,4.2
-42.7527,172.8819,18.03,4.2
-32.5884,-179.5613,22.06,4.4
-41.7648,174.3383,10,4.2
-41.855,174.0691,19.37,4.2
-42.3312,173.7879,22.26,4.2
-39.5839,174.7442,122.59,4
-41.8398,174.4626,10,4.4
-44.8759,167.6076,120.43,4.5
-41.8134,174.3361,16.57,4.3
-42.3416,173.8727,16.43,4.5
-41.7317,174.1706,17.47,4.6
-42.6189,173.3347,10,4
-41.9689,174.0678,10,4.4
-42.6984,172.7612,10,4.1
-42.5321,173.4737,12.6,4.6
-42.6807,171.7269,11.43,4.1
-32.3346,-178.6576,54.24,4.5
-42.6185,173.3655,23.08,4.2
-41.4707,175.8749,26.75,4.6
-42.5894,173.2839,10,4
-42.3387,173.9989,10,4
-42.6806,173.3686,5.13,4.3
-41.8624,174.5069,16.47,4.6
-41.7058,174.3129,10,4.3
-41.8464,174.0504,17.6,4.3
-41.7231,174.4148,13.2,4.9
-41.7121,174.3468,21.05,4.4
-42.6313,173.6084,10.12,4.3
-42.5715,173.6288,7.37,4.5
-42.2957,174.093,16.18,4.1
-42.3737,174.1339,7.35,3.7
-42.4721,173.8274,11.08,3.7
-41.7836,174.348,16.47,4.5
-42.4098,173.8732,9.49,4.3
-41.8027,174.308,22.14,4
-41.7455,174.2229,18.53,4
-42.5529,173.3933,20.49,4.2
-42.3516,174.0009,10,4.1
-42.091,173.8123,20.46,4.2
-42.3652,173.9024,13.23,4.6
-41.7786,174.2755,7.72,4.2
-31.9381,-177.5385,10,4.5
-42.356,173.9445,10,5.3
-42.5372,173.148,15.41,4.5
-41.7824,174.2944,13.98,4.5
-42.2945,174.0197,11.38,4
-42.3535,173.7452,10,5.1
-42.5724,173.9657,10,4.8
-41.8847,174.2269,10,4.5
-41.707,174.2396,10,4.3
-41.727,174.2445,16.23,4.8
-41.7875,174.3064,10,5.5
-42.783,172.7983,19.95,4.3
-42.5144,174.0174,10,4.4
-42.2255,173.6051,15.71,4
-42.4819,174.2171,6.24,4.4
-42.4215,173.9547,16.38,4.4
-41.7777,174.523,7.78,4.2
-42.4951,173.0444,10,4.4
-42.1607,174.0514,10,4.4
-42.3505,173.9599,13.93,4.9
-41.8557,174.2482,10,4.4
-42.4212,173.9837,11.29,3.8
-42.0271,173.9892,17.62,4.3
-42.5209,173.6229,10,4.5
-41.8033,174.2998,15.06,3.8
-41.8473,174.3842,10,4.4
-41.7472,174.2349,17.05,4
-42.3329,173.467,17.91,4.4
-42.5066,173.0731,10,4.7
-41.7545,174.1687,10,4.5
-42.4566,173.4795,22.92,4.1
-41.7998,174.3097,15.8,4.2
-42.049,174.0987,5.76,4.3
-42.1935,174.3144,10,4.4
-41.6161,174.433,20.81,4.3
-41.7118,174.2611,15.53,4.8
-34.56,-178.714,10,4.4
-34.0837,-178.6864,35,4.4
-42.3771,173.6234,16.54,4.5
-42.4133,174.0771,10,4.5
-41.8699,174.298,24.28,4.4
-41.7536,174.2821,22.02,4.8
-41.7254,174.2381,14.6,4.7
-41.6542,174.1463,10.78,4.1
-35.3209,-179.43,11.02,4.2
-42.6187,173.3125,10,4.8
-42.4464,173.7736,10,4.7
-42.4513,172.9872,10,4.1
-41.7041,174.2092,15.73,4.1
-41.7598,174.2992,17.21,5.5
-42.0488,173.7579,22.9,4.2
-41.772,174.2797,17.08,4.5
-42.3322,173.9026,12,5.7
-41.8181,174.2796,18.47,5.2
-41.8054,174.2716,10,4.4
-41.8428,173.4631,13.33,4.4
-41.7711,174.3895,10,4.1
-42.4206,173.4348,10.27,4.2
-42.3763,173.6166,18.36,4.8
-42.4758,173.7672,10,4
-42.1897,173.6424,18.94,4.6
-42.3879,173.8556,13.01,4.5
-41.8996,174.1242,12.71,4.1
-41.7429,174.3302,18.16,4.6
-42.4508,173.573,8.047,3.8
-42.4744,173.278,11.484,3.9
-41.9448,173.9374,8.607,3.8
-42.6018,173.1953,10.803,4.2
-42.4216,173.8151,12.26,5.2
-42.0756,173.9931,10,5.3
-42.2975,173.9353,19.3,4.1
-42.3517,173.9861,10,4.6
-42.6058,173.2543,9,6.5
-41.7153,174.3286,14.81,4.3
-41.7916,174.4733,10,4.9
-42.083,173.813,9.47,4.8
-42.3611,173.6065,17.37,4.7
-42.3526,173.0734,10,5.1
-42.965,172.8692,10,4.6
-35.566,-179.4489,10,4.8
-42.3445,173.8231,10,4.2
-42.0501,174.481,10,4.1
-42.6908,172.7807,10,4.3
-42.4141,173.9758,10,4.4
-42.2163,173.669,10,4.8
-42.3681,173.8784,10,4.5
-42.1103,173.6786,10,4.5
-41.7781,174.2998,10,4.7
-42.3743,173.9374,10,5.7
-41.8382,174.4654,11.28,4.5
-41.9571,174.5037,10,4.6
-42.0487,174.2414,10,4.8
-42.3868,173.9531,10,5.2
-42.0236,174.0071,10,4.8
-41.9103,174.1956,10,4.9
-42.0176,174.1419,10,4.2
-41.949,174.3048,10,4.3
-42.6114,173.2869,10,4.6
-42.7125,172.9046,10,4.5
-42.3029,173.9746,10,4.7
-42.2721,173.4494,10,4.7
-42.3837,174.2431,10,4.2
-42.5775,173.825,10,5.2
-42.2889,173.5971,13.25,4.5
-41.7529,174.2511,13.89,4.6
-42.0047,174.0445,14.08,4.6
-41.9792,174.0158,15.35,4.1
-41.7034,174.2331,18.44,4.4
-42.3089,174.1642,10,4.4
-41.946,174.0278,17.53,4.4
-41.7069,174.2297,16.64,4.4
-42.4971,173.3291,18.31,4.4
-42.4186,173.8029,25.88,4.4
-41.9562,173.7211,10,5
-42.5854,172.9676,4.07,4.1
-41.7447,174.2244,13.33,3.9
-41.9167,174.4034,9.19,4
-37.0908,178.8618,26.05,5.1
-41.7139,174.2669,14.61,4.5
-42.3102,173.8233,10,4.1
-41.8579,174.2904,12.08,5.1
-41.9595,174.264,10,4.4
-41.8656,174.2008,10,4.4
-41.7375,174.3557,10,4.3
-42.2895,173.6384,10,4.1
-41.8858,173.8933,12.55,4.2
-41.6996,174.2631,10,4.8
-42.333,174.0055,11.67,4.9
-41.9601,174.3011,6.8,4.5
-42.6497,174.1399,10,4.1
-41.7383,174.288,21.13,4.2
-42.0905,173.8866,16.03,4.3
-42.2558,173.7111,4.14,4.3
-41.7219,174.2189,12,4.3
-42.3566,173.3166,10,4.3
-41.8445,174.2371,10.04,4.5
-41.903,174.1038,20.8,4.2
-41.771,174.2011,5.87,4.9
-32.6743,-178.7767,35,4.6
-34.3235,-178.9768,10,5.3
-35.677,178.563,10,4.2
-42.6743,173.0249,10,5
-35.7332,-179.3494,10,4.9
-42.4868,173.3307,9.09,4.2
-41.9823,173.9062,21.76,4.6
-41.8294,174.1575,9.56,4.9
-41.78,174.3672,11.07,5.2
-42.0731,173.8082,19.77,4.6
-42.335,173.6935,19.6,4.1
-42.6237,173.7892,10,4.5
-42.3093,173.6961,2.09,6.2
-42.2076,173.6032,14.18,4.3
-41.6871,174.2898,10,4.4
-41.6938,174.2267,19.64,4.6
-41.789,174.3155,14.73,4.7
-41.8095,174.2184,10,5.3
-42.3804,173.911,17.67,4.8
-41.8693,174.0366,20.18,4.9
-41.6612,174.1628,10.04,4.1
-41.9462,174.1619,10,4.5
-41.7298,174.0892,10,4.4
-41.7893,174.2408,8.91,4.6
-42.4801,172.9259,10,4.7
-42.1944,173.7986,10,4.9
-42.2331,173.6385,6.02,4.7
-41.7588,174.2554,14.67,4.6
-41.7893,174.0972,8.65,4.9
-42.445,173.2099,7.25,4.3
-42.2916,173.2946,11.24,5.1
-42.4841,173.4009,2.5,4.7
-41.7366,174.2555,15.36,5.2
-42.394,173.3656,10,5.2
-41.4347,173.9698,20.67,5.1
-42.3547,173.2242,10,4.6
-42.7818,174.2679,4.94,4.7
-41.8775,174.1817,10,4.4
-42.396,173.7575,7.52,5.2
-42.736,172.8355,8.78,5.2
-43.4903,173.7496,10,5
-41.8123,174.2692,12.66,5.2
-42.2733,173.4999,12.33,4.9
-42.3399,174.1228,5.19,4.6
-42.7707,172.9897,8.8,4.9
-42.4402,173.6538,10,4.9
-41.7797,174.2325,10,4.9
-41.8402,174.217,10,4.7
-42.4131,173.1105,11.16,4.5
-42.5446,173.5947,10,4.8
-41.687,174.506,17.22,5
-42.1762,173.6227,13.99,6.1
-41.6189,174.2463,18.56,4.6
-42.0068,173.7915,6.35,4.3
-41.6877,174.2061,14.59,5.7
-42.0511,174.3037,10.06,5.8
-42.3205,173.6694,10,6.5
-41.9404,173.7089,18.04,5.3
-42.6024,174.3383,10,4.5
-42.2132,173.4319,10,5.5
-42.4063,173.6606,9.91,5.7
-42.7373,173.054,15.11,7.8
-31.6751,179.9832,338.62,4.1
-28.3635,-176.8915,35,4.3
-26.1901,178.542,588.28,4.2
-28.9019,-176.5384,10,4.6
-34.3759,-178.5794,34.93,4.3
-35.724,-179.5247,54.53,4.3
-34.2104,-178.8856,10,4.1
-34.4155,-178.9728,10,4.2
-35.4999,-179.1833,10,4.3
-30.6806,-177.875,33.08,4.5
-29.4779,-177.1737,47.95,4.4
-34.0972,-177.9808,10,4.5
-33.2571,-179.0126,10,5
-50.6498,168.2931,10,4.2
-34.5685,-179.0831,35,4.2
-31.9414,-177.7776,10,4.5
-39.37,173.79,19,4.8
-34.6944,-178.8927,20.6,4.3
-34.5423,-179.1639,35,4.6
-35.2073,-178.3942,10,4.2
-34.8457,-178.9079,10,4.3
-37.3012,178.8168,27.41,4.1
-35.0011,-179.3189,10,4.2
-28.3861,-177.6179,148.99,4.6
-30.7382,-178.5808,10,4.5
-28.1421,-178.1879,209.2,4.6
-37.5491,179.1741,10,4.4
-37.3779,179.3286,10,4.2
-35.7473,-178.8716,10,4.9
-28.7141,-177.3692,51.51,4.9
-30.0481,-177.5128,35,4.5
-33.6815,-179.1358,34.39,4.3
-30.5023,-177.6518,35,5
-37.6543,179.296,10,4.7
-37.3968,179.0752,10,4.5
-37.412,176.9526,187.02,4.7
-30.2423,-177.5395,35.09,4.4
-31.4634,-177.8916,79.03,4.3
-27.8036,-176.1255,7.1,4.5
-30.1881,-177.1892,35,4.5
-29.8139,-177.6642,58.35,4.7
-31.6948,-177.9149,18.34,4.2
-30.2854,-177.1813,35,4.1
-37.3438,179.2271,10,4.5
-26.9401,-176.3834,35.41,4.2
-37.108,178.9194,10,4.3
-37.1778,179.043,13.39,4.5
-35.1326,178.7334,155.36,4.5
-37.1422,179.6532,10,4.3
-30.3282,-175.8369,10,4.3
-30.2093,-177.8294,10,4.2
-30.1387,-177.1451,10,4.4
-40.2088,174.4489,80.15,4.3
-29.9533,-177.6696,10,4.7
-32.0992,-178.4996,58.83,4.6
-37.4369,179.0873,10,4.8
-36.1987,-179.3959,10,4.7
-30.4895,-178.0156,56.3,4
-26.6699,-177.1887,36.5,4.3
-37.7158,178.6361,39.4,4.2
-34.9622,-179.0319,10,4.6
-37.3429,177.9025,10,4.8
-27.8569,-176.3359,10,4.6
-37.2314,179.1021,16.59,4.4
-37.1888,178.8866,18.78,4.2
-37.2288,179.1859,10,4.3
-30.0324,-176.7605,10,4.5
-37.2495,179.0868,10,4.2
-37.1909,178.9755,18.99,4
-36.9974,178.8907,10,4.7
-37.1241,178.64,35,5.8
-33.5408,-178.291,10,4.4
-31.9603,-176.9548,10,4.3
-33.5502,-177.3784,10,4.2
-31.6891,-177.2051,10,4.5
-37.1172,178.9403,10,4.7
-27.6478,-175.8438,43.18,4.3
-45.0861,167.4312,117.64,4.4
-37.2561,179.6388,10,4.4
-32.8797,-178.7762,10,4.3
-33.2608,-178.3828,10,4.4
-37.3812,179.743,10,4.8
-30.2163,-177.4446,10,4.8
-30.9419,-178.1317,10,4.5
-37.2006,179.3414,10,4.7
-37.1047,179.2393,11.12,4.3
-32.6025,-177.7902,10,4.5
-37.2085,179.1264,10,4.3
-26.6783,-177.3287,103.78,4.2
-27.8057,-176.8154,10,5.1
-41.0509,174.6077,49.57,4.1
-25.708,179.6944,512.79,4.3
-32.8921,-178.1389,10,4.5
-30.2915,-177.6516,16.82,5.3
-34.8225,-178.4776,10,4.4
-32.4962,-178.1874,10,4.4
-32.9759,-177.798,10,4.5
-26.2427,178.5878,643.72,4.4
-26.308,178.5602,625.19,4.3
-32.6099,-178.0138,10,4.9
-32.4185,-177.8856,10,4.4
-32.807,-179.1154,43.17,4.4
-32.6926,-178.0558,10,4.8
-32.4407,-178.2193,10,4.8
-32.8468,179.9651,37.33,4.5
-30.6299,-178.0344,10,4.7
-37.5474,179.5707,10,4.7
-32.3974,-177.8792,10,4.5
-32.1722,-178.1572,10,4.6
-33.1326,-178.2115,10,4.4
-33.7218,-179.4956,67.01,4.5
-32.6135,-178.2556,10,4.7
-32.3622,-178.0923,10,4.4
-32.6446,-179.8949,10,4.3
-32.8609,-178.9653,10,4.7
-32.7204,-178.6418,22.92,4.5
-32.6941,-177.1439,10,4.8
-32.7546,-176.2358,39.4,4.4
-32.5384,-178.5602,10,4.3
-32.3987,-177.7666,10,5.6
-32.4142,-177.9877,10,4.9
-32.3511,-178.1036,10,4.7
-32.218,-178.0852,10,4.4
-32.3611,-178.1175,10,5.2
-37.4079,179.0251,29.1,4.4
-32.3714,-178.2463,10,5
-32.2977,-178.1309,10,5.2
-32.3595,-178.1159,10,4.5
-31.6471,-178.5007,11.6,4.4
-32.6081,-178.0078,10,5.6
-37.8954,178.6761,10,4.2
-37.6699,178.9662,10,4.9
-37.8456,177.6513,49.43,4.5
-37.4765,179.306,10,4.4
-32.6312,-178.1504,10,4.4
-28.8334,-177.5452,72.69,4.8
-37.1167,179.2471,5.99,4.4
-37.3749,179.4018,10,4.5
-32.2382,-177.8468,10,4.4
-32.3672,-177.8268,10,4.5
-34.6901,179.0345,204.87,4.4
-37.1284,179.5266,10,4.3
-32.7509,-178.5319,10,4.4
-37.371,179.2399,17.57,4.4
-37.5178,179.8712,10,4.3
-36.9505,178.7339,10,4.6
-33.9052,179.8432,159.09,4.3
-32.4732,-177.0658,10,4.4
-36.9893,178.994,10,4.8
-37.2068,178.6746,10,4.3
-36.8601,178.9132,10,4.2
-45.11,167.518,111.28,4.3
-31.5439,-178.8303,10,4.4
-29.7862,-176.4621,10,4.5
-33.7143,-179.3204,35.3,4.5
-33.7789,-179.3875,52.84,4.8
-27.7546,-177.6389,114.24,4.8
-34.8822,-179.6515,10,4.3
-27.9391,-176.0287,10,4.5
-30.7093,-177.2606,35.1,4.4
-28.0956,-176.2812,10,5
-37.2575,179.1458,8.26,4.9
-37.3138,178.9458,10,4.3
-27.9947,-176.386,10,4.6
-37.4945,179.2102,18.91,5.2
-37.3271,179.1604,10,4.7
-37.2656,179.614,10,4.2
-28.745,-176.8235,27.33,4.7
-29.0078,-177.177,53.9,4.7
-30.8942,-179.2298,85.52,4.4
-37.3704,179.4803,10,4.3
-31.5495,-178.7335,5.15,4.5
-31.4727,-178.5684,10,4.4
-31.2955,-178.6985,10,4.7
-31.4467,-178.8446,10,4.4
-37.5468,179.351,10,4.7
-37.3345,179.2755,10,4.2
-37.4353,178.9101,15.3,4.4
-37.4042,179.1806,10,4.2
-36.9933,179.1554,8.39,4.3
-40.4559,173.9483,98.34,4.7
-39.6471,176.309,39.57,4.4
-33.7409,179.7891,35,4.5
-37.0417,179.2553,10,4.6
-37.1533,179.3372,10,4.3
-37.0876,179.1544,11.24,4.4
-36.8914,179.0838,10,4.2
-29.4873,-179.2074,334.77,4.1
-38.9338,175.7713,105.52,4.5
-37.3002,179.2385,17.55,4.9
-37.0038,178.8184,23.15,4.9
-37.0957,179.0468,10,4.7
-37.1622,179.7094,10,4.8
-37.0903,178.8832,10,4.8
-37.1352,179.522,22.15,4.2
-37.1442,179.2314,3.58,4.6
-37.2257,179.4694,10,4.4
-37.1905,179.2206,12.09,5
-36.9174,178.9865,10,4.5
-37.3116,179.7963,10,4.5
-37.0724,179.3408,10,4.3
-36.9617,178.9944,10,5.3
-37.1332,178.9781,16.16,4.6
-37.127,178.6986,27,5.9
-33.5895,179.9646,10,4.8
-36.9956,179.4817,10,4.4
-28.6421,-177.3436,79.5,4.4
-36.9275,179.2724,10,4.5
-37.6146,179.3732,10,4
-26.8205,-178.9222,364.98,4.1
-37.1899,179.8106,10,4.2
-37.3287,178.9698,10,5
-37.1708,179.5988,10,4.5
-37.2588,179.2983,10,4.4
-37.3589,179.2361,10,4.3
-37.1763,179.3808,10,5.1
-36.9852,178.8963,10,4.3
-37.0588,178.8995,10,4.5
-37.5428,179.1906,10,4.2
-37.3053,179.4101,10,4.1
-36.9806,179.0864,10,4.7
-37.0508,179.1052,17.74,4.8
-37.1378,179.3136,10,4.5
-37.6625,179.2592,10,4.3
-37.2493,179.035,10,5
-37.5681,178.7022,25.66,4.6
-37.288,178.8746,10,4.7
-37.5018,179.1795,10,4.4
-37.4991,179.2088,10,4.3
-37.2056,178.8981,18.36,5.3
-37.6141,179.3235,10,4.4
-37.6264,179.2485,10,4.4
-37.5009,178.7271,21.95,5.3
-37.4197,179.1295,10,4.7
-37.4147,179.4104,22.19,4.4
-37.1063,179.2736,10,4.6
-37.182,179.3199,10,4.7
-37.1249,179.4072,10,4.5
-36.9505,179.2492,10,4.5
-37.5508,179.4837,10,4.4
-37.4636,179.2792,10,4.6
-37.0919,178.9447,10,4.8
-37.1779,179.4053,23.57,4.2
-37.5915,179.0977,17.45,4.5
-37.1312,179.3207,10,4.6
-37.3832,179.6786,10,4.5
-37.3392,179.4192,10,4.8
-37.2625,179.0688,10,4.4
-37.2427,179.5426,10,4.8
-37.3491,179.2504,10,4.3
-37.0115,179.0527,10,4
-37.1014,179.5335,10,4.2
-36.9562,179.0875,10,4.3
-37.0943,179.438,10,4.5
-37.2951,179.1073,10,4.3
-37.0333,-179.9935,10,4.3
-37.2127,179.0788,10,4.6
-37.4984,178.9012,10,4.2
-36.979,179.1024,10,4.7
-37.4128,179.4581,10,4.3
-37.1727,179.7147,10,4.4
-37.2622,179.1001,10,5.2
-37.1706,179.1275,10,4.5
-37.0445,179.2095,12.35,4.3
-37.5089,179.018,23.99,4.7
-37.5487,179.268,10,4.9
-37.2438,179.5022,10,4.3
-37.3239,179.4854,10,4.6
-37.2781,179.1755,10,4.5
-36.974,179.0802,10,4.3
-37.4798,179.2873,10,4.2
-37.0405,179.4594,10,4.4
-37.3656,179.6514,10,4.3
-37.1383,179.6435,10,4.2
-37.3961,179.4954,10,4.4
-37.2948,179.494,10,4.4
-37.5064,179.3448,10.89,4.6
-37.2506,179.4281,8.27,4.5
-37.4195,179.2182,15.21,4.4
-37.1514,-179.9966,10,4.4
-37.0763,179.6344,10,4.4
-37.308,179.1541,10,4.2
-37.2706,179.2344,10,4.4
-37.1214,179.2087,10,4.2
-36.9244,179.0781,10,4.4
-37.2759,179.5275,10,4.7
-37.1814,179.3929,10,4.4
-37.3176,178.7148,10,5.5
-37.0756,179.4768,10,4.9
-36.8633,179.5869,10,4.4
-37.516,179.3168,10,5
-37.0708,179.5918,10,4.6
-37.1591,179.202,10,4.9
-37.0228,179.2624,10,4.9
-37.198,179.2208,10,4.5
-37.1556,179.1066,10,5.2
-37.2309,178.6028,10.47,5.5
-37.2003,-179.9472,10,4.5
-36.9916,179.2793,10,4.2
-37.2643,179.3847,10,4.6
-36.9839,178.8584,10,4.9
-36.9121,179.2627,10,4.5
-36.9904,179.0773,10,5.3
-37.1567,179.5029,10,4.3
-37.2295,179.3332,20.07,4.5
-37.2839,179.2299,10,4.6
-37.1886,179.9157,10,4.1
-37.5097,179.2561,10,4.5
-37.0521,179.2945,10,4.5
-37.0869,179.6288,10,4.3
-37.3108,179.4684,10,4.3
-36.6348,178.899,10,4.3
-37.5245,179.4475,10,4.9
-37.5527,179.2357,10,4.2
-37.1827,178.9375,10,4.3
-37.2745,179.3766,10,4.5
-37.1028,178.8627,10,4.8
-37.0274,179.0179,8.88,5.5
-37.1948,179.401,10,4.5
-36.7445,179.7684,10,4.9
-37.3022,-179.3494,10,4.9
-36.9165,178.8924,10,4.5
-37.2602,179.8671,10,5
-37.1788,178.968,10,4.9
-37.0522,178.9291,13.73,6.1
-37.3154,179.6523,10,4.7
-37.2316,179.6504,10,5.3
-37.3179,179.1856,10,4.7
-37.0174,178.8907,10,5.7
-37.253,179.3296,10,4.9
-37.2667,178.4849,10,4.5
-36.9003,179.1757,10,4.9
-37.406,179.4949,10,5
-37.0087,179.0502,10,5.3
-37.2013,179.1467,10,5.3
-37.1799,179.054,10,5.4
-36.9063,179.1655,10,5.4
-37.2263,179.093,16.81,5.5
-37.4395,179.4941,10.39,5.5
-37.0665,178.8958,10,5.4
-37.3586,179.1461,19,7
-31.1142,178.3026,468.85,4
-36.9047,178.9103,10,4.3
-37.132,178.9278,15.41,5.8
-27.8775,-176.2572,10,4.6
-30.245,-177.1922,10,4.6
-38.5831,179.5652,10,4.6
-28.5167,-175.6896,10,4.6
-27.9618,-176.1277,10,4.5
-28.3771,-176.2758,10,5.2
-29.9849,-176.3758,33.01,4.9
-32.4506,-178.8702,20.36,4.7
-32.4934,-178.9058,10,4.6
-27.7684,-175.6042,10,4.2
-30.4663,-177.6637,35,4.4
-38.68,175.82,103,4.4
-33.1081,-177.5258,54.04,4.5
-34.9297,179.3599,148.53,4.5
-33.6784,-178.2131,10,4.3
-33.6572,-178.7073,10,4.4
-33.3037,-178.4135,10,4.5
-30.1602,-177.7437,34.12,5.2
-33.6108,-178.5805,10,5
-34.1215,-178.1604,10,4.6
-27.7905,-176.2036,10,4.9
-33.6621,-178.369,10,4.6
-28.1343,-176.3347,11.41,5.1
-33.6561,-178.8298,10,4.3
-30.4279,-179.7779,378.66,4.1
-33.2496,-178.3171,10,4.5
-33.3212,-178.269,10,4.6
-33.1221,-178.2962,10,4.5
-33.1621,-178.3351,27.49,4.5
-32.0265,179.8177,366.98,4.2
-27.504,-175.9366,10,4.6
-33.4178,-179.1976,10,4.4
-30.1647,-177.5461,10,4.5
-32.7391,-178.5635,10,4.8
-32.2774,-178.364,10,4.4
-33.1732,-178.3401,10,4.6
-32.1289,-176.4096,10,4.5
-34.036,-178.4697,10,4.4
-27.3533,-176.9968,35,4.5
-30.1994,-178.226,56.99,4.3
-27.348,-176.2612,10,5.5
-32.4367,-179.6294,122.82,4.5
-31.1693,-177.2638,10,4.4
-35.3394,179.9159,68.22,4.3
-29.5362,-178.5934,18.9,4.7
-29.4454,-176.3559,10,4.6
-30.268,-177.4622,35,4.8
-28.0815,-177.2544,68.29,4.5
-30.1357,-177.6795,35,4.5
-31.6402,-179.7925,227.15,5
-31.8329,179.9516,375.26,4.5
